id	document	label
4520363	주성치 나오는 줄 알고 언제 나오나 기다렸었다. 흠 젠장. ㅡ,.ㅡ;;;	0
9155098	KT 올레 티비에서 현재상영작이라고해서 8천원주고 봤는데 정말 어이가 없는영화 절대 제목에 현혹되어 보지 마세요 짜증이빠이 .. 올레티비 고객센터에서는 이미 본거라 환불 불가 .. 낚시영화 절대시청 NO	0
5688690	성룡님.. 이건 아니죠..	0
9050559	자기만에 세계에 빠진영화. 다른걸 떠나 너무 지루하다.	0
10124987	노잼 발연기가 그냥 웃김	0
6307087	난 진짜 재미없엇는데 나만 그런가 정말 재미 없었어요 그냥 뻔한 영화	0
9073577	몇 번을 봐도 재미있다.조니뎁 진짜 연기잘하는듯..!	1
1571196	나름 재밌다고 생각했었는데 반전에서;;완전 마이너스	0
8641925	출연진들 은 돈이라도 받지?나머진 다죽어나는구나?관객 !투자자 !	0
6705915	kbs 독립영화관에서 봤는데 늦은 저녁 기분좋은 영화를 봤습니다.	1
5586603	감동도 있고 마음 훈훈해지는 영화인데 평점이 왜이런지..	1
10010531	사람들이 명작이라고 칭송해서 봤구만 웃음만 나온다 ㅋㅋㅋ 이러니까 영화가 망하지 ㅋㅋ 역시 관객들의 눈은 정확해 ㅋㅋ 머? 포스터때문에 망했다고? 참나 웃겨가지고 영화보고도 그런말이 나올까?	0
1031389	이중이 김소연	1
3531306	재밌다..그 러나 조금은 가벼운..	0
5380741	평범한 영화가 될 수 있었던 소재를 개발연출과 놀고 자빠진 연기자들이 후루룩 말다.	0
710567	네이버 평점은 70% 믿을만 하다	0
8734350	다큐를 찍어도 이 영화보단 제작비 쌀듯..	0
6160737	어휴 OO들 이게 원래 전형적인 미국코미디라서 그런거야 병맛미국 코미디를 모르면	1
9235445	그냥 저녁 6시정도 애들 티브이앞에서 20분정도 보고 끝내도 좋을... 퀼리티의 ... 영화티켓으로 보는건 아닌듯.	0
3770599	새로운 뱀파이어의 탄생.	1
6393696	현영한텐 미안하지만 보면서 패고 싶었음	0
6726329	별로네요	0
10115742	지니어스 ost보고 이거 생각나서 봤는데 재밌음	1
8767329	13기 칠흑의 추적자 완전재밌음	1
6703825	몇몇 에피소드는 1번 보아도 만족, 몇몇 에피소드는 2~3번 보아야 만족, 그리고 몇몇 에피소드는 계속 보아도 만족	1
7582224	난널보고있지만 너날볼수가없어 짝사랑은 그런거야	1
10029063	와 명작이다 애들아 나믿고한번봐바라 타이타닉보다 훨~씬재밌다	0
7043693	현정이 이뻐서 2점준다	0
10082358	꼭 봐라.. 꼭 봐야 한다..	1
9531614	아쉬움이 많은 작품이다. 사라진 긴장감, 시끄럽기만 한 음향, 어설픈 액션, 아침TV드라마 같은 스토리다.	0
9799991	키이라 연기.. 대박.. 내가 여배우라면 그렇게 발작못함.	1
8497110	잘만든 하이틴 스릴러~~뒷부분이 좀 길었으면 했는데 좀 급하게 마무리 지어 아쉽다.	1
3201492	진짜너무재미있었고!남자주인공진짜멋있었당 ㅋㅋㅋㅋㅋ	1
10225481	이 영화?를 왜 재계봉하는 건지.... 도대체가 이해가 안되네....	0
3855071	... 저는 이런영화는 질색이라서..	0
9978035	고집쟁이의 말로.. 왜 꼭 고백의 주체는 남자여야하나?	1
4498198	감동적이고 또 의미도 있지만 계속 시간 몇분남았나 확인하게 되네요..	0
7461683	주성치 역대 작품 중 하나. 개인적으로 서유기보다 희극지왕이 더 최고라 생각한다. 주성치의 영화관이 그대로 녹아들어있는, 말그대로 주성치 자체라고 생각되는 영화.	1
9454127	이게 머꼬..시간 낭비	0
9699618	2분만 내다볼 수 있다고 해놓고 거의 30분 가량 내다봤네....와우 이것이 초능력.	1
8526683	라공이 연기 너무 못해서 재미가 떨어짐	0
10058068	음악과 영상의 멋진 콜라보!! 내용은 평범하나 분위기가 좋네요	1
2583537	별반개도 아깝다	0
6383532	최고의 막장 그리고 고나은씨 연기가 어색해서 중간 중간 몰입이 안됨	0
9296300	마지막에 미란이가 코난 손 잡을 때 눈물나 ㅠㅠ	1
6847866	차라리 용가리를 보겠다	0
6628581	감독들 이름에 비하면 좀 그렇다...	0
5048816	네가 달릴 때 땅은 울리고, 하늘은 활짝 개었다. 감동감동!	1
9551590	차승원의 열연은 돋보이나 진부하고 유치하다	0
7501186	작가누고? 된장 멍멍이도 쓰겠다 첨부터 보지말걸 괜히봐서 열나네 갈수록 sbs 돈이 없는가보다 실습생작가를 쓰는것보니 에이 안보는게 정서에도움되겠다 연습많이해서 큰작가되셩	0
5284447	봤다는 사람들은 뭐지?	1
9816885	이제 경석호 감독도 뭔가 경지에 올라선거같음 믿고보는 수위ㅋ 믿고보는 정사씬	1
9891821	완벽히 자연스러운 배경에 진하게 물들다.	1
3439355	의사소통의 먹먹함이느껴질때.공감가는 그런 느낌들. 그리고 감동.	1
7236116	개인적으로 다니엘데이루이스 작품중 연기는 단연돋보였다... 영화를 어루만지는 마틴 스콜세지의 역작	1
9903412	정말 재미가 없군요 보다가 암 걸릴뻔했습니다	0
9799076	대단하다. 전혀 공감하지 못할 내용을 완전히 공감가게 만들었다. 영화의 몰입도, 색감,내용구성,배우 모든 것이 독특하면서도 매력적이다보고난후에도 계속 생각나는 그런 영화	1
9459953	너무잔인한보면서 잔인한영화라고밖에는..쓰레기라고하면좋은것도아닌데 내용이재미없고 ..잔인하기만해 기분아주껄끄랏	0
9047089	무언가신선해보임 지상파보다케이블께더재미있는듯	1
5011113	자고로 소문난 잔치에 먹을거 없다고. 진짜 재미없다. 진짜 아닌말로 수준떨어져 ㅋㅋ	0
6729196	혹시나 했는데 역시나 였다.	0
9693585	가레스베일 관련된영화아님 이거 고로 1점	0
7762003	주말의 명화에서 봤는데 정말 최고다!	1
7322851	3d로 봤는데 솔직히 스토리 졸작이네	0
16212	트라이건 재밌어여허헐//	1
1169704	평점은 낮지만 후세 기록될 매니아적 기발한 영화.감독의 천재성	1
9252218	어릴때도 참 재밌게 봤는데 커서 봐서도 하나도 유치하지않고 스토리 구성도 탄탄하고 너무 재밌다. 노래도 하나같이 다 주옥같고 어쩜 이리 흐뭇한 내용이 많은지- 잔잔한 교훈도 깨닫게 해주고.. 정말 이 작품을 포함한 이 시기의 디즈니는 레전드인듯 최고	1
9679371	이 영화는 집에서 잠을 잘수없을때 편안하게 극장에서 잘수잇는정말 쓰래기 영화입니다!(돈 주고 보지말고 나중에 tv에서 하면 자면서 보죠)	0
10273725	재치있는 영화였습니다여주인공의 자연스러운 패션과 연기는인상적이여서 그 배우의 영화에 대한궁금증이 증폭되었다고 할까요?	1
5312814	찜찜하네..감독 소유진은 왜 죽여	0
6959675	?	1
8927386	"""""""에이~ 말도 안돼~"""" 소리가 저절로 나오는, 현실성을 지나치게 무시한 스토리에 몰입할 수가 없다. 게다가 쓸 데 없이 길어 지루하기까지 하다."""	0
105820	재미있었고, 감동도 있었고. 어른이 되어가는게 뭔지 알게해줬던.	1
9953946	그지같다 이건뭐 게이도 아니고	0
166934	처음보다가 껐습니다.. 글쎼요....재미는 솔직히업죠	0
6696849	역사 모르는 사람이 보면 단단히 오해할 영화	0
8746936	강렬한 이펙트도 없고 심오한 스토리도 아니지만 성격이 비슷해서인지 주인공에게 몰입하게 되었다(마침 저런 친구도 딱 있다). 러닝타임이 1.5배로 빨리가는 듯한 몰입도는 최고였다. 주변 사람들에게 추천해주고 싶은 영화.	1
9971679	식상한소재를 제대로살리기가 쉽지 않군	0
9350895	진짜 영화관애서 돈주고 봤으면 돈 아까워서 어쩔뻔햇는지...	0
9442235	내생에첨으로 관람후기쓴다쓰레기같은영화. 아들새끼 때문에영화보기힘들었고 엄마하고딸도 이해할수없다. 지들이죽는다는데끝까지도덕 차리고있더라 아들.아내.딸로인해 아비가 어떤상황에쳐햇는지 눈똑바로뜨고봐라 내인생최고의 쓰레기영화	0
4799980	내가 감독 되어서 한국 최고의 좀비영화 만든다. 기대해도 좋다	0
4593511	다 필요없다 나오미왓츠다	1
1207262	종교영화같다...종교인만 보는게 나을듯 싶다	0
4620777	주성치영화의 진수를 일본에서 수입하다.	0
4729662	제목이 뭐이래	1
9342067	"""가슴이 먹먹하고 반전으로 약간의 혼란스러움속에서도 인간적으로 잘 마무리하네요 특히 영화의 모든 장면에 연관된 의미가 가득해서 끝나고 나후 """"그래서~""""라는 생각을 들게 하는 영화입니다. 막판 아스카의 마음이 그대로 읽혀지는 가슴저린 영화!!강추!!"""	1
1911918	공리까지 보고 실컷잤다	0
4691770	그냥 신데렐라로 가기 뭐해서 끼워넣은 자아찾기의 시간이 제일 큰 감점요소	0
9136347	엄청나게 철학적인영화인거같다 재밋는거 보고싶은사람은 이거보지마라.. 진심 너무심오해서 머리에쥐가날거같다 보다가그냥껏다	0
6677731	1,2 보다 3 가 최고 재밌고 무섭다던 게이버 낚시꾼들 다 어디갔냐 죽고싶냐	0
9204825	역시 중국영화는 무협이 짱이지요 재밌어요	1
9145431	후속작 언제나오려나 영화관개봉하면 꼭 보러가야겠다 ㅋㅋ 진짜 잘나간 일본애니 시간을달리는소녀 센과치히로의 행방불명 급에 애니다	1
5069154	참으로 졸린 영화........0점은 없네...	0
7894176	애들이보다가 나가자 그러긴첨이네요 미국애니아닙니다 러시아영화에요 수준한참떨어지네요	0
8846861	그 당시에 스토리나 연출은 정말 충격 그자체였음..지금도 많은 공포영화가있지만 링처럼 창의적인 스토리는 보질못함	1
9780575	설렜던 첫 만남 벚꽃이 피던 봄 하지만 아무리 밀어내도 겨울은 결국 오기마련이죠. 사랑의 아픔은 사랑으로밖에 치료할 수 없어요. 썸머는 나쁜 여자가 아니에요. 나쁜건 단 하나 그녀와 제가 인연이 아니란 사실뿐이죠.	1
8777800	사회고발만으로 안아주기엔 너무 투박하고 어설픈.	0
10150688	goodgoodgoodgood	1
9361680	몇 번을 봐도 재밌다. 여잔데도 계속 보게됨.	1
7457705	기계 손을 들어주기야??!	0
9888315	조정석 빼고는 망이고 이혼한 여자랑 총각 남자의 러브스토리라... 불평등 쩌네	0
7036256	정말올해최고의드라마였어요~주말이기대되고설레게하는~* 이제못본다는게너무너무아쉽네요ㅠㅠ창희,강산둘다완전조아~♥연기자,스탭,작가모든분들수고정말많으셨습니다~♡	1
10111548	10자10자10자10자	1
9775862	가슴이 많이아팟던듯	1
7677785	크랭크 카메라로 찍은 것 같은 씬만 스무번 넘게 나오는데 보다가 울렁거려서 토할뻔. 영화에 나오는 게이들도 너무 왜곡되고 과장되어 있어서 오히려 감독(혹은 시나리오 작가)이 호모포비아 같다. 마지막 반전은 그냥 반전을 위한 반전 할 말 없음	0
475007	2004 인간시장 추천합니다.후회 하지 않으실 거에요.	1
2847072	재밌어요. 근데 좀 2%가 부족한것 같네요.	1
8127311	아무런 정보 없이 영화를 봤는데 사람들의 표정이나 감정을 디테일하게 연출 한 것 같다 보면서 와 더기 진짜 섹시하다.. 이랬는데 감독이었다니.. 단순한 킬링타임용 액션영화가 아님!!!	1
6993477	내 남자친구가 게이라면ㅋㅋㅋㅋ	1
484765	어린날의 추억 그속을 빠져들어간다	1
3934812	참 감동적이넴	1
8921083	사극의 아름다움을 다시 한번 느끼게 해준 작품	1
10210496	가슴아픈영화 볼때마다 가슴아프고 애절하다..	1
9284181	봐도봐도 좋은 영화! 인연이라는게 존재할까 생각하게 한다	1
3764406	코끼리,여자는 왜나오고엔딩은 뭐지?.. 진짜 엔딩은 뭔지아오 ㅋ 빡ㅋ쳐ㅋ	0
237942	의미도 뭐시기도 거시기도 아무것도....	0
6699128	트루로맨스 1993, 록 스탁 앤 투 스모킹 배럴즈 1999, 스내치 2001 이세편을 교묘하게 버무린거 같다 어째? 짜집기한듯한 시나리오에 식상한 정두홍식 액숀 4점준다	0
8659732	강간당했는데 경찰에 신고도안하고 먼가 현실성은 떨어진다	0
5421254	엄청 재밌어요. 이 영화 추천 합니다.	1
8952512	기억에 남는 영화...	1
8622433	신기하다 워크투리멤버 작가가 노트북도 만든사람이엿구나 내인생 최악의 영화와 최고의영화 두개를 만들다니.. 신기ㅋ	0
9110612	1편 어설프게 흉내내다 결국 난장판 만들기	0
312795	영화 왜 만들었을가..	0
8622415	미유키역의 여배우빼고는 전부 진부하고 남자주인공 보다 그냥 짜증이 나버리네요..결국 영화가 더욱 싫어짐	0
5690713	상상을 실현시키는 위대한 집단	1
3406871	어후 아름답던 1995년, 38살의 왕가위의 감각	1
10169357	솔직히 이영화 재미없다고 평점 단 분들 세상 재미있는 영화하나도 없으시잖아요:) 참고로 전 기똥차게 즐겁게 봤음요. 다음 시리즈 기대됌ㅠ	1
4476595	사라가 오히려 궁지에 몰리는 현실의 모순을 빗대어 역설적으로 표현한 작품.	1
4917281	평점낮추기!!!!!!!!!!	0
9736581	한 성악가의 실화를 바탕으로 한 영화라고 해서 별 기대없이 봤습니다. 화려하고 생생한 오페라 무대, 아리아들 !!! 눈과 귀가 호강한 영화네요. 전혀 어색하지 않은 유지태씨의 노래하는 모습이 놀랍습니다! 좋은 영화 감사합니다^^	1
8150502	다른 사람은 몰라도 난 재밌다 ㅋ	1
6377166	빠져든다 이야기에 캐릭터에, 괜히 기분이 유쾌해지며 가벼워지는 영화	1
5174337	dkssud	1
5789491	재밋어요~	1
3309266	아주 스릴있게 보았다! 방안에서 숨죽이며 지켜보는 집주인 아주머니처럼...! 강추~!	1
9234438	버켓리스트-죽기전에 꼭 하고싶은 것들 -> 죽기전에 꼭 봐야할 영화	1
7753178	귀신을 법정에 세우는 과정을 나름 잘 엮어내긴 했다. 하지만 너무나 손발이 오그라든다. 어학공부 같은 나름의 목적이 있는게 아니라면 굳이 찾아서 볼 필요은 없는 영화.	0
6459671	내가 굳이 욕을 하지 않아도 알아서 남들이 욕해주는 진정한 쓰레기	0
5691361	난이런영화너무좋아! 류승수이상형으로바꼈다..이솜도넘이쁘고배경도영상도굿굿	1
7985600	하하하...	0
9282613	아빠없이 사는 아기들도 많아요의사아빠가 쉬운가요..?진짜 복에 겨운거 같네요	0
8664983	우와 영화 알바가 실재하는구나 이딴 영화가 7점이라니1	0
8646332	삶은 누구에게나 다른 것 같다. 어떤이는 견디고, 어떤이는 숨쉬고, 어떤이는 떠나고, 남겨지고. 고통스럽게 '삶'을 살아가는(살아갔던) 사람들의 이야기	1
8673033	사람으로 길러진 님을 버리고 실험하고 가두었다.그 과정이 너무 참혹하고 마음 아프다.	1
8123063	진정선 최소라 신현지...1회 우승자를 제외하고는 통상적으로 발전성과 평상시 성적보단 동양적인 마스크를 우승자로 뽑는것 같다	0
848328	잘만들었습니다....기억에 남는영화	1
8711192	V와 더블어 유년기때 본 잊지못할 드라마!	1
5762748	한마디로 말하자면 이 영화가 너무 재미없어서 넉이 나감.	0
5454446	지루	0
7231666	무섭다기보다 답답하고 짜증나는 영화. 쓸데없이 공포영화같은 배경연출과 bgm남발로 잔뜩 기대하게 해놓고 허무하게 끝내는 영화.	0
4641041	94년작 영화가 70년대영화마냥 뚝뚝 끊기고 대화가 어색하였다..	0
9856490	조승우와 수애의 연기력에 눈물 좀 흘렸네요.. 잘 봤습니다.	1
10270625	초반에만 살짝 지루하고 그 후엔 엄청난 긴장감과 진정한 공포인데 왜 평점이;;; 이거 진짜 소장하고 있는 완전 진정한 공포영화다	1
8530319	중학생용 영화. 지진희 연극톤도 눈살. 양념과 본재료가 구분이 없음. 인과에 의한 반전이 아니라 그냥 뒤통수 수준. 주차문제로 매일 싸우던 사람이 전에 빌려간 돈이 생각나 따지러 가서는 쓰레기 버리는 문제로 칼부림을 내는 수준의 내용.	0
2523771	현재 4 화..지금까진 아주 재밌다. 앞으로도 쭉 재밌길 기대한다.	1
10108392	하아... 평점 왜이러니. 미래의 아줌마들아.	0
7631945	보다가끈건 첨입니다 OOO기영화... 웃기지도않아	0
7939608	개시망 전작의 명성에 개똥칠	0
6669763	와완전 감동 영화	1
8864689	기대안하고 봐서 그런지 나의 영화보는 식견이 이정도인지는 모르겠지만 나름 재밌게 본 영화 나도 주인공 비슷한 나이대라 그런지 공감도 많이갔음 근데 마지막이 좀 찝찝	1
356093	원나잇스탠드를즐길수있다는사고방식과자유로운분위기맘에든다	1
5372533	같이보던 와이프가 한마디 하더군요..저거 후레쉬맨 아냐? ㅡㅡ;;	0
8183870	이 영화를... 하루에 한편 하는 이 영화를 저 혼자봣어요... ㅠㅠ 다들 안목없으시다 ㅠㅠ 다문화가정의 아픔을 잘 알고 있는 용재 오닐의 그 마음으로 다가가서 함께하는... 멋져요 !	1
8023618	정말 상업적이니 않은 영화 재미없음	0
4498223	도발적이지도 강하지도 않는 그저흔한 느낌의 완성도도 떨어지고 지리멸렬한 영화.	0
1027999	재미있었는데	1
9909961	예나 지금이나 가난하건 부자건 어리석은 우리들. 그러나 희망은 있다.	1
142341	김세준의 오버액션이 정말 짜증나던 영화	0
8476569	알 파치노의 멋진 연기, 브라이언 드 팔마의 멋진 연출. 굉장히 멋지고 감성적인 느와르	1
9779492	이말년이 돈이 많아서 약빨고 박물관의 유물이 움직이면 좋겠네 만든거랑 차이는 할라우드 제작이라는거지 정신력이 필요함 초반엔 뭐.. 중심이 없다고 해야하나	0
7413346	역사지식조금만있어도 재미있게 보는 영화.천일의 앤이랑 비교해서보면 더재미있다.	1
7927978	시간때우기도 어려운 영화	0
1793292	엉망진창인 영화,,, 캐스팅이 아깝다;;;	0
8518040	어쩌다 요즘봤는지 ... 최고 다~	1
48757	전 책으로 읽었는데 진짜 재밌어여	0
9306423	그냥 소재만좋구 스타일은 제목만큼이나 촌스럽구 구리다.아무리 저예산이라지만 대강 막만드네.tv단막극으로 나와도 시청률이 뻔히 바닥일걸 구지 영화로 만들거까진. 이종혁은 감독과 친분이 있는지 특별출연한거같네. 그래도 좀가릴건 가리지 ㅋ	0
5729946	여자라면.. 한번은 봐야 할 영화..~ 굿~	1
4333417	린즈링이 너무 이뻐 ㅠ_ㅠ내 이상형 !! 하지만 영화는 쓰레기...휴..	0
433830	재밌어요	1
3321258	하이킥 이후에 시트콤은 찾아볼 수가 없네..	0
4883561	싸이코패스가 만든 영환줄 알았다. 이런영화가 5점씩이나...헐..	0
9246586	ㅡㅡ 별로.... 재미업다	0
8502387	발로 만든 영화....	0
2303393	정말 재밌는 영화!! ost 또한 좋다~!!	1
6066399	도대체가..후속작의 감독이 바뀔때마다 영화는 개판이 되어가는구나..	0
7524660	색채미학 ?	0
6543208	황제펭귄 멋있다.	1
8921386	노잼 ㅡㅡ보지마세요!	0
4786286	정말 재밌다!!!!!남여 주인공이 러브라인 안타지만! 그래도 인정받는 두목과!다시졸업	1
10079834	진짜 실망하고 본 영화... 매우 안타까움	0
10012204	90년대 20년전쯤나왔다면 그나마 흥행했으려나....참 영화만든다는게 나름 열심히한다고찍고만들지만이렇게 보는사람의 반응이 거의 안좋을거란건 예상도못하는것일까과연 ?!	0
9666555	제목만 알고 처음으로 정독했는데 대단한 영화네.. 장국영 진짜 멋지게 나오고 유명 배우가 잠시잠시나와서 옴니버스식 같은 영화 같다 내용 정말 좋네 어릴때 본 기억은 없지만 천년유혼 마니마니홍 형님도 나오고 중반이후몰입도 좋네	1
9830190	최고ㅘ하하하하ㅏㅏㅏ핳	1
2414441	생 날로 먹을려고 하네 ... 허접영화	0
7614711	골드미스 이상적인 남자가 연봉1억 이상이 대부분이네.. 연봉1억이 참 쉽겠다 니들은..참 서민적인 프로그램이네요, 정신나간 세바퀴	0
5485290	하나가 아닌 둘일때...	0
213594	20년 전에 이런 영화가 있었다. 즐겁고 재밌고 감동도...	1
4647203	1.21 그래서 죽였군	0
8120616	되게 웃기다가 되게 울리는 영화	1
439692	잼난다..	1
9704361	그냥 한번 보세요 ㅇ ㅇ ? ?	1
7512395	에라 거지같다 작가구 연출이구. . . 어디가서 드라마 했다고 말하지마라	0
9480035	시즌3 기다립니다 ㅠㅠ	1
9983961	난 정이안가고 지루했다	0
9529452	제니퍼 로렌스의 헥헥거리는 거친 숨소리만이 기억에 남는다. 기대 이하였다.	0
2959639	나자신에 대해 다시한번 돌아보게끔 해주는 영화! 열심히살아야겠어요~	1
6681723	난 재밋게봤음	1
7473228	브래드피트아니구요 동명이인일거에요^-^	0
7143058	진짜 이건 너무 심했다. 농담아니고 그래픽부터가 2000년대 초반 3d게임 수준도 못한거같다.	0
5557029	진짜 웃기다 ㅋㅋㅋ로맨틱코미디로는 손에 꼽힐만큼 웃김 ㅋㅋㅋ	1
9308867	실제 얼굴과 얼굴을 맞대고 이야기해도 진실을 말하지 않는데 SNS를 통해서는 오죽하겠는가?	1
1208007	이거 진짜 웃긴다.ㅋㅋㅋㅋ롭 슈나이더 동물흉내 너무 웃긴다.ㅋ	1
8215730	정말 재밋고 좋은드라마입니다.시청율이 드라마 퀄리티를 몰라보네요. 하긴 다 알수야 없겠죠^^	1
9070398	이건 모니, 제목 보고 뿜었다..	0
6833644	점점 흥미롭네요. 흔한 배신?복수없이도 이리 재미나다니!이런 가족드라마 많이 제작되길 바라 요.	1
7477055	주진모, 김민정, 이요원의 연기가 정말 압권. 조연들 연기도 엄청 좋았던	1
10277537	똥파스틱. . . . 후. . .	0
10111853	스탠리의 주변에 좋은 친구들과 좋은 사람들이 있어서 너무 다행이다.	1
9204318	무거운 소재에 금 깃털을 단 예술영화의 힘. 흑백영화이나 지루함이 없었다.	1
3854230	집에 비디오가 있는데 봐도 질리지 않아요 최고	1
8750389	제작된지 10년이 넘었지만 웃긴 장면도 전혀 억지스럽거나 어색하지않고 내용 역시 굳입니다. 어렸을때 본게 기억나 다시한번 봤는데 명작은 명작이네요. ^^	1
9867479	넘 멋져열. 몇번씩 보게되는~~	1
6417579	한 20분 보다가 버림 쓰레기	0
9532906	쓰레기같은영화임~한마디로-먼 이런영화가있노--감독도쓰레기~출연진들이쁘먼ㅇ머하노--각본이쓰레기고--감독이저질인데~!!	0
4757629	마지막......아 ..ㅠㅠ	1
10067772	아이들과 잼있게보고왔어용~^^	1
8062323	흠.감우성이 왜... 이 영화에...	0
7682767	오래오래 여운이남을것같아요 정말 최고였습니다 ㅠㅠ!	1
9297134	물체가 움직이거나 어떤 일이 진행되는 빠르기.	0
534642	흐미..이 몰입감...	1
8318478	개그지같은 편집때문에 못보겠다진짜 작작좀해라 편집 이딴식이면 토렌트로 다운받아볼수밖에 없잖아~네이버에서도 동영상으로 노래부분만 틀어주는데 뭔깡으로 편집을...도대체 몇번씩보여주는거야 같은장면을...그따위로 긴장감높이는게 언제적방식이야?수준떨어진다	0
3839645	내 감성이랑 안맞는건지, 정말 영화가 재미가 없는건지... 어쨌든 3점	0
3745693	재밌다	1
9794097	영화가 난해하긴 했지만, 이런 큰 반전이 있다는 것을 깨닫고 놀랐다.	1
6398456	재미없다	0
8529132	더빙이 니네들 장난질이냐? 아 화나네	0
9823000	이런 수작이 숨어 있다니...스토리 연기 몰입도 다 좋다.형제애란 이런 것이다.실화라고 하니 놀랍다.	1
6844541	나팔배우고싶어진다	1
3313101	잼있어요...	1
6817066	따뜻하고 좋은영화 였어요. 근데 인연이란 참 미요한거네요.	1
10132207	한가지 아쉬운건 타임 패러독스가 아니라 유전자 패러독스라는 사실	1
7011254	일본영화 수준을 알게해준 영화. ㅋㅋㅋㅋ보면서 신나게웃었다. 유치함의 미학이 아니라.. 이게 뭔 영화인지 만화인지 분간조차 안가고; 그나라 영화가 원래 그런건진 모르겠지만.	0
8696683	다좋은 애니 왜 성우를안쓰고 영화배우를써가지고ㅡㅡ 이게뭐야	0
3593827	감독의 미숙한 연출력이 여실히 들어나는 작품....누군 jsa를 만들었는데..이건 뭥미?	0
6529459	초반에 사고날뻔했을때 라디오뉴스에서 기숙학원에서 불이나 학원에 있던 원생 전원이 불에타 숨지는.... 이란 뉴스가 나오는데 어느날갑자기 세번째 이야기 D-day를 본 사람으로써 지릴뻔했다. 영상기법이나 사운드가 정말 좋았다.	1
10115036	전쟁의 참혹함을 전투씬 없이도 느낄 수 있는.. 사랑하는 이들을 두고 죽는 젊은이와 그런 그들은 떠나보내며 살아서 기억하는 이들.. 애틋하고 아름다웠던 젊은이들의 사랑과 우정..	1
9753341	어릴 때 케이블에서 봤는데 정말 감동적이었어요	1
8900299	화려한 캐스팅 대비 남는 것 없는 그냥 액션 영화.	0
5918415	액션씬하고 요보비치만 봐야하는 영화. 그래픽도 형편없었다	0
10136786	감독이 똥싸놓고 치우진않음...	0
5385658	질질짤때 정말 못들어주겠더라구 도저히 참을수가 없어 그냥 갈비나 뜯으로가지...	0
8510936	제목 그대로 기억속에 퍼즐..과거형으로 표기되어있다..노인병에 대하여 사실적이고 현실적으로 잘 보여준 영화다 ..기억을 추리하는 과정도 스릴있고 전반적으로 흐름도 좋았다..	1
9282076	평점이 이해 안된다.. 물론 형편없는 영화라는건 아닌데;; 죽은 자와의 소통이란 소재로 눈물도 좀 나오게 하는건 맞다. 근데, 이것 저것 짜 맞춘 느린 호흡의 영화로 끝에가서는 뭘 말하고자 했던건지 벙~ 찐다. 평점 무조건 10점 좀 때리지마시길...	0
7718994	여름공식드라마	1
9242042	더도말고 덜도말고 B급영화	0
10206860	우리 모두의 이야기. 연대와 공감이 필요한 세상.	1
7806160	아 영화 정말 더럽다 이딴 영화 보는 시간도 아깝네 밑에 평점 막주지 맙시다 거쫌...	0
9956170	스토리전개상 문제있는부분 맥어보이가 연기로 다채웠다 연기진짜 천의얼굴이다 타락한맥어보이 결말 대박이다 관객을 희롱하는ㅋㅋㅋ	1
5843302	기광아 ~ 너 너무 웃기는거 아니닠ㅋㅋㅋ 나도꽃 정말 재미있어요~~화이팅^^	1
8723571	짱입니다 말이필요없어요	1
9258220	재밌고 감동적인 영화!!	1
8584903	흑암에서 빛으로. 좋은 영화네.	1
10066304	잊지 못할 영화였어요.	1
2484165	'사무라이 픽션'이라는 제목을 왜 붙였는지 이해가 안감	0
2831364	용형호제2 와 함께 성룡 최고의 걸작~! 그가 늙어간다는 것이 아쉽기만 하다..ㅜ	1
1521106	원작 배경 의상 배우를 넘어서는 어설픈 연출력...	0
1762133	돈아깝다	0
9677925	말도 안되고, 억지인건 알지만그랬기때문에 보기 즐거웠고 좋았다.	1
7135748	진보외치는 놈들이 꼭 봐야할 영화	1
8279496	시나리오 조올라 조타. 송강호 서울 말씨는 정말 못듣겠다. 한국에 진짜 이 캐릭터 소화할 사람이 없을까? 웃긴영화다	0
7399918	fuck them up~~ 생각없이 낄낄대며 보기 딱 좋은 영화, 게다가 제시카 알바, 스티븐 시걸도 나옴 ㅋㅋㅋㅋ	1
6072348	난 이평점 반댈세... 감독이 의도한 내용이 보였다면 이평점이 나올 수가 없다.	1
8787522	케이블에서 간만에 오프닝을 본 영화. 원작팬이고 한국배우 보겠다는 애국심으로 야무치가 나올때까지 보려고했건만... 한가한데도 포기하게 만드는.ㅠㅠ 내가 좋아하는배우들 다 망쳤어. 주인공,주윤발,에미로섬...ㅠㅠ	0
9522199	보는데 울화통터져 죽는줄 아랐네ㅡㅡ	0
5173233	지저분 공포.	0
6159776	안습	0
1957231	비평가들의 극찬? 속았다	0
8309997	동심에 남아있는 최고의 작품!!	1
6587198	개연성 개나줘.	0
9131021	진짜 마음이 따뜻해지는 영화네요♡	1
8548193	레알 명작... 너무 안타깝네요/ㅠㅠ 명작영화!	1
4478843	에잉 3등이네.ㅋㅋㅋㅋㅋ	1
9246233	존나 막장인데 이런 영화가 뭐가 좋다고 ;; 평점 높게 주는 놈들 노이해;	0
8446753	임실종택 둘째딸은 무슨죄냐 ㅋㅋ	0
8630557	야 시대에맞는글을쓰야지이런걸드라마라고 돈받고쓰나황금시간대에 이러니수신료를공짜지드라마접어라 작가야펜대를놓아라	0
8724362	누군가를 잃었을 때 보면 참 좋을 듯 해요. 특히 탁 트인 아일랜드 배경에 너무 잘 어우러지는 OST는 진짜 최고	1
